Name of Company,Name of Management,Relationship to Management,Types of Securities,Transaction Date,Amount,Average Price (baht),The methods of Acquisition/Disposition
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,05/04/2021,4000000,0.35,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,21/05/2021,2000000,0.90,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,25/05/2021,1000000,2.18,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,20/08/2021,773100,0.62,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,25/08/2021,2700000,2.22,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,25/08/2021,3226900,0.58,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,01/09/2021,300000,2.24,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,02/09/2021,600000,2.26,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,03/09/2021,651400,0.57,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,06/09/2021,1348600,0.53,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,07/09/2021,300000,2.20,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,08/09/2021,500000,2.22,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,10/09/2021,600000,2.16,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,14/09/2021,500000,2.16,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,23/09/2021,499700,0.49,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,05/10/2021,500300,0.46,Sale
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,07/10/2021,100000,2.16,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,08/10/2021,1100000,2.17,Purchase
VIBHA,Mr. PHIJIT WIRIYAMETTAKUL,Reporter,Common Share,11/10/2021,300000,2.14,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Reporter,TSR,30/03/2021,3000000,0.35,Sale
VIBHA,Mr. PRAMUK UNACHAK,Reporter,TSR,11/05/2021,4692307,0.77,Sale
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,18/08/2021,100000,2.22,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,19/08/2021,100000,2.20,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,06/09/2021,70700,2.18,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,07/09/2021,29300,2.20,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,10/09/2021,100000,2.16,Purchase
VIBHA,Mr. PRAMUK UNACHAK,Spouse / Cohabiting Couple (Miss Siripan Unachak),Common Share,14/09/2021,100000,2.16,Purchase
VIBHA,Mr. SITTHI PANUPATTANAPONG,Spouse / Cohabiting Couple (Mrs.Panida Panupattanapong ),Common Share,26/07/2019,882900,2.21,Purchase
VIBHA,Mr. SITTHI PANUPATTANAPONG,Spouse / Cohabiting Couple (Mrs.Panida Panupattanapong ),Common Share,24/02/2021,10961400,1.76,Sale
VIBHA,Mr. VARAPHAN UNACHAK,Reporter,Common Share,08/02/2019,100000,2.00,Purchase
VIBHA,Mrs. BAVORNPHAN RATHPRASERT,Reporter,Common Share,28/06/2021,1000000,2.48,Sale
VIBHA,Mrs. BAVORNPHAN RATHPRASERT,Reporter,Common Share,08/07/2021,1000000,2.62,Sale
VIBHA,Mrs. BAVORNPHAN RATHPRASERT,Reporter,Common Share,09/07/2021,500000,2.58,Sale
VIBHA,Mrs. RAE-VADEE T.SUWAN,Reporter,Warrant,28/09/2018,6,0.33,Purchase
VIBHA,Mrs. RAE-VADEE T.SUWAN,Reporter,Warrant,28/09/2018,786400,0.33,Sale
VIBHA,Mrs. YADA PUTTHKAYON,Reporter,Warrant,30/08/2021,200000,0.59,Sale
VIBHA,Mrs. YADA PUTTHKAYON,Reporter,Warrant,02/09/2021,200000,0.57,Sale
VIBHA,Mrs. YADA PUTTHKAYON,Reporter,Warrant,03/09/2021,200000,0.58,Sale
VIBHA,BOONLOET CHUNTARAPAS,Reporter,Common share,16/03/2018,10000,2.50,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,03/01/2018,500000,2.57,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,03/01/2018,9700,1.59,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,04/01/2018,300000,2.56,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,22/01/2018,5700,1.57,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,25/01/2018,100000,2.54,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,25/01/2018,34600,1.58,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,28/02/2018,100000,1.52,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,28/02/2018,400000,2.52,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,06/03/2018,133800,1.51,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,26/03/2018,66200,1.44,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,15/08/2018,1100000,2.39,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,15/08/2018,371300,1.40,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Common share,16/08/2018,400000,2.36,Buy
VIBHA,CHAISITH VIRIYAMETTAKUL,Reporter,Warrant 2,16/08/2018,100000,1.37,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Spouse,Common share,02/02/2018,90000,2.60,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Spouse,Common share,05/02/2018,200000,2.56,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Spouse,Warrant,05/02/2018,100000,1.61,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,27/02/2018,141600,1.51,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,28/02/2018,108400,1.52,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,28/02/2018,100000,2.54,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,02/03/2018,263800,2.50,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,02/03/2018,278000,1.49,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,05/03/2018,2736200,2.50,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,05/03/2018,272000,1.51,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,06/03/2018,19500,1.51,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,06/03/2018,200000,2.50,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,08/03/2018,80500,1.50,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,09/03/2018,550000,1.48,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,12/03/2018,100000,2.42,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,12/03/2018,50000,1.46,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,21/03/2018,15700,1.44,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,22/03/2018,47500,1.43,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,23/03/2018,210000,2.42,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,23/03/2018,36800,1.45,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,28/03/2018,390000,2.42,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,29/03/2018,100000,1.44,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,31/03/2018,200000,1.44,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,02/04/2018,252300,1.44,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,09/04/2018,66000,1.42,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,10/04/2018,45200,1.43,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,10/04/2018,50000,2.38,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,12/04/2018,50000,2.44,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,12/04/2018,205200,1.46,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,17/04/2018,79400,1.49,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,18/04/2018,15000,1.53,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,19/04/2018,447200,2.52,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,23/04/2018,36900,1.56,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,16/05/2018,52800,2.52,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,22/05/2018,200000,2.46,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,22/05/2018,82200,1.50,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,23/05/2018,7800,1.51,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,08/06/2018,400,1.48,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,12/06/2018,78800,1.49,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,13/06/2018,28200,1.48,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,14/06/2018,49000,1.48,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,15/06/2018,63600,1.45,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,19/06/2018,200000,2.36,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,29/06/2018,190000,2.22,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,02/07/2018,50000,1.25,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,02/07/2018,770000,2.25,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,03/07/2018,230000,2.25,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant,03/07/2018,60000,1.24,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,05/07/2018,22200,2.24,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,05/07/2018,220000,1.23,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Warrant 2,10/07/2018,60000,7.26,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,11/07/2018,37800,2.26,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,12/07/2018,80000,2.26,Buy
VIBHA,PHIJIT WIRIYAMETTAKUL,Reporter,Common share,16/08/2018,70000,2.36,Buy
VIBHA,VARAPHAN UNACHAK,Reporter,Common share,03/01/2018,100000,2.56,Buy
VIBHA,VARAPHAN UNACHAK,Reporter,Common share,22/01/2018,100000,2.54,Buy
VIBHA,VARAPHAN UNACHAK,Reporter,Common share,06/02/2018,100000,2.50,Buy
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,19/08/2021,1750000,1.51,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,20/08/2021,1960000,1.55,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,23/08/2021,1680000,1.71,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,07/09/2021,200000,1.77,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,15/09/2021,600000,1.80,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,16/09/2021,7310000,2.24,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,17/09/2021,1000000,2.35,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,22/09/2021,30000,2.38,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,07/10/2021,820000,2.58,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,08/10/2021,1011900,2.62,Sale
VPO,Mr. VITHAYA CHAVANANAND,Reporter,Common Share,25/11/2021,58100,2.00,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,01/03/2021,98000,2.24,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,01/03/2021,150000,2.22,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,02/03/2021,83800,2.22,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,02/03/2021,281400,2.20,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,02/03/2021,281400,2.20,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,02/03/2021,83800,2.22,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,03/03/2021,26800,2.26,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,03/03/2021,26800,2.26,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,03/03/2021,78000,2.34,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,03/03/2021,78000,2.34,Sale
KUN,Miss WANMAI PUMTHAVORN,Reporter,Common Share,29/03/2021,50000,2.22,Sale
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/12/2019,10000000,1.10,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/12/2019,7500000,1.11,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/12/2019,7500000,1.11,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/12/2019,10000000,1.10,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,20/12/2019,100000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,20/12/2019,100000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,23/12/2019,451000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,23/12/2019,451000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,24/12/2019,49000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,24/12/2019,49000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,25/12/2019,200000,0.97,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,25/12/2019,200000,0.97,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/12/2019,100000,0.98,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/12/2019,100000,0.98,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/12/2019,1200000,1.10,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/12/2019,16200000,1.10,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,30/12/2019,200000,1.01,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,06/01/2020,150000,1.00,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/01/2020,100000,0.98,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/01/2020,100000,0.98,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/02/2020,100000,0.91,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,02/03/2020,60000,0.91,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,03/03/2020,100000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,03/03/2020,10000,0.92,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,09/03/2020,30000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,09/03/2020,30000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,11/03/2020,18000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,11/03/2020,2000,0.91,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,12/03/2020,5000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,12/03/2020,15000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,13/03/2020,15000,0.95,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,16/03/2020,35000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,16/03/2020,15000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/03/2020,5000,0.85,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/03/2020,9000,0.86,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/03/2020,4000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,17/03/2020,40000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,19/03/2020,15000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,24/03/2020,5000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,24/03/2020,1000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,24/03/2020,26000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,25/03/2020,15000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/03/2020,20000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/03/2020,2000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/03/2020,5000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/03/2020,3000,0.86,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/03/2020,4000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/03/2020,15000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/03/2020,1000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,30/03/2020,15000,87.00,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,31/03/2020,5000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,01/04/2020,5900,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,01/04/2020,12600,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,02/04/2020,2000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,02/04/2020,5000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,07/04/2020,500,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,07/04/2020,18500,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,07/04/2020,2500,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/04/2020,10000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/04/2020,21000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,09/04/2020,10000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,09/04/2020,22500,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,10/04/2020,21000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,13/04/2020,19400,0.86,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,13/04/2020,4000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,13/04/2020,16500,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,14/04/2020,52000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,20/04/2020,51000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,23/04/2020,18600,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/05/2020,16500,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,19/05/2020,42300,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/05/2020,40000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/05/2020,40000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/05/2020,10000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/05/2020,10000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,05/06/2020,100000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,05/06/2020,100000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,10/06/2020,50000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,10/06/2020,50000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,18/06/2020,65000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,18/06/2020,65000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,01/07/2020,30000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,01/07/2020,30000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/07/2020,7000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,08/07/2020,7000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,10/07/2020,50000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,10/07/2020,50000,0.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,14/07/2020,10000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,14/07/2020,10000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,15/07/2020,30000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,15/07/2020,30000,0.89,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,16/07/2020,75000,0.91,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,16/07/2020,75000,0.91,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/08/2020,10000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/08/2020,10000,0.87,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/08/2020,15000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,26/08/2020,15000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/08/2020,60000,0.90,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/05/2021,50000,2.92,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,31/05/2021,100000,2.83,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,02/06/2021,200000,2.83,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,04/06/2021,150000,2.82,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,25/06/2021,300000,2.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/06/2021,200000,2.82,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,27/08/2021,100000,2.94,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,30/08/2021,100000,2.88,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,28/09/2021,100000,2.84,Purchase
KUN,Mr. KHUNA DHEVA-AKSORN,Reporter,Common Share,19/11/2021,20000,2.80,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,3000000,1.02,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,89000,0.99,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,89000,0.99,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,176300,1.03,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,176300,1.03,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,323700,1.04,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,323700,1.04,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,200000,1.09,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,200000,1.09,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,500000,1.08,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,500000,1.08,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,600000,1.09,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,600000,1.09,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,400000,1.10,Purchase
